# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
633.5962284; 328.0954619; 264.1402479; 2.4725960; 0.0163980; 24.4086358; 0.1602208
635.5949547; 326.8832880; 262.5540600; 2.5055228; 0.0164392; 24.4217521; 0.1327137
637.5936809; 325.7240611; 260.9295915; 2.5378853; 0.0158967; 24.4326112; 0.1009019
639.5924072; 324.6131807; 259.2634688; 2.5689063; 0.0150617; 24.4408642; 0.0380880
641.5911335; 323.5584117; 257.5721679; 2.5991408; 0.0153374; 24.4439787; 0.0492322
643.5898598; 322.5522619; 255.8430750; 2.6301094; 0.0155258; 24.4480040; 0.0670286
645.5885860; 321.5996267; 254.0822687; 2.6612595; 0.0156222; 24.4534833; 0.5851666
647.5873123; 320.7040363; 252.2964000; 2.6921127; 0.0152506; 24.5012657; 1.0710063
649.5860386; 319.8619273; 250.4810258; 2.7221341; 0.0143095; 24.5884793; 1.8168634
651.5847648; 319.0728855; 248.6448148; 2.7486577; 0.0122564; 24.7357260; 2.1680886
653.5834911; 318.3290466; 246.7881353; 2.7722381; 0.0115317; 24.9102985; 2.1723004
655.5822174; 317.6291742; 244.9174046; 2.7948646; 0.0113696; 25.0839917; 1.9830616
657.5809437; 316.9718729; 243.0300980; 2.8182745; 0.0120538; 25.2415101; 1.7851569
659.5796699; 316.3598370; 241.1269646; 2.8426404; 0.0121978; 25.3824726; 1.7252029
661.5783962; 315.7946425; 239.2103744; 2.8670033; 0.0121636; 25.5179610; 1.7245919
663.5771225; 315.2760144; 237.2801011; 2.8911672; 0.0120125; 25.6526861; 1.9605719
665.5758487; 314.8037547; 235.3378322; 2.9148210; 0.0115738; 25.8049917; 2.1892506
667.5745750; 314.3766795; 233.3858253; 2.9373769; 0.0109287; 25.9740067; 2.7259201
669.5733013; 313.9920525; 231.4243705; 2.9581935; 0.0098978; 26.1829288; 3.2883748
671.5720276; 313.6462318; 229.4557381; 2.9767705; 0.0086092; 26.4327615; 3.6921181
673.5707538; 313.3343843; 227.4818348; 2.9925644; 0.0072012; 26.7104839; 4.3096693
675.5694801; 313.0509227; 225.5031879; 3.0055752; 0.0058160; 27.0310497; 4.6575675
677.5682064; 312.7905498; 223.5213928; 3.0159651; 0.0046603; 27.3732726; 4.9015561
679.5669327; 312.5487024; 221.5376360; 3.0242543; 0.0036975; 27.7288621; 5.1259930
681.5656589; 312.3216790; 219.5516952; 3.0311100; 0.0031617; 28.0959197; 5.1589965
683.5643852; 312.1072948; 217.5644406; 3.0370706; 0.0029034; 28.4605613; 5.1905011
685.5631115; 311.9044914; 215.5762915; 3.0427697; 0.0027831; 28.8227745; 5.1548093
687.5618377; 311.7126498; 213.5866698; 3.0480849; 0.0025349; 29.1780472; 5.1545778
689.5605640; 311.5308053; 211.5961875; 3.0526796; 0.0019303; 29.5290301; 5.1656610
691.5592903; 311.3566412; 209.6052493; 3.0557168; 0.0010770; 29.8766314; 5.1368706
693.5580166; 311.1866049; 207.6136310; 3.0567593; -0.0000345; 30.2183305; 5.1253496
695.5567428; 311.0164618; 205.6220727; 3.0556428; -0.0010431; 30.5554552; 5.1253603
697.5554691; 310.8421997; 203.6311787; 3.0526194; -0.0019310; 30.8889013; 5.0789556
699.5541954; 310.6604419; 201.6405956; 3.0482999; -0.0023912; 31.2158150; 4.9870996
701.5529217; 310.4692093; 199.6510109; 3.0431255; -0.0027463; 31.5335187; 4.9001649
703.5516479; 310.2670875; 197.6627273; 3.0373433; -0.0030613; 31.8425969; 4.6020162
705.5503742; 310.0526847; 195.6754377; 3.0307366; -0.0035494; 32.1301622; 4.2729091
707.5491005; 309.8241756; 193.6897994; 3.0231015; -0.0041220; 32.3948773; 3.9942847
709.5478267; 309.5793309; 191.7062738; 3.0142403; -0.0047461; 32.6403896; 3.4103198
711.5465530; 309.3156532; 189.7249601; 3.0041259; -0.0053746; 32.8485559; 2.9979892
713.5452793; 309.0307358; 187.7466629; 2.9927997; -0.0059330; 33.0304700; 2.6799926
715.5440056; 308.7223968; 185.7719660; 2.9804272; -0.0064315; 33.1922444; 2.1792019
717.5427318; 308.3887406; 183.8012834; 2.9671925; -0.0068115; 33.3232103; 1.8741380
719.5414581; 308.0283136; 181.8353805; 2.9532375; -0.0071312; 33.4354322; 1.6475991
721.5401844; 307.6399061; 179.8748054; 2.9387042; -0.0073810; 33.5337788; 1.3178822
723.5389107; 307.2227226; 177.9201777; 2.9239102; -0.0074223; 33.6122373; 1.1224221
725.5376369; 306.7765299; 175.9715792; 2.9090951; -0.0073693; 33.6789151; 0.9837075
727.5363632; 306.3017009; 174.0298768; 2.8944335; -0.0073671; 33.7372442; 0.7979255
729.5350895; 305.7980406; 172.0950717; 2.8792795; -0.0078014; 33.7844834; 0.7014083
731.5338157; 305.2641752; 170.1677807; 2.8634027; -0.0079790; 33.8259540; 0.6383804
733.5325420; 304.7002691; 168.2513618; 2.8474223; -0.0080158; 33.8636540; 0.5726226
735.5312683; 304.1052432; 166.3426038; 2.8313825; -0.0080333; 33.8974349; 0.5564600
737.5299946; 303.4794819; 164.4431723; 2.8153077; -0.0080319; 33.9302301; 0.5559132
739.5287208; 302.8241333; 162.5563879; 2.7992850; -0.0080115; 33.9629614; 0.5750993
741.5274471; 302.1382626; 160.6792262; 2.7832925; -0.0079928; 33.9967893; 0.6255007
743.5261734; 301.4222052; 158.8132060; 2.7668651; -0.0085590; 34.0335436; 0.6695010
745.5248997; 300.6752540; 156.9617642; 2.7492779; -0.0087823; 34.0728395; 0.7267531
747.5236259; 299.8951276; 155.1211605; 2.7323407; -0.0081429; 34.1154445; 0.8118222
749.5223522; 299.0860497; 153.2960221; 2.7163909; -0.0078772; 34.1629737; 0.8606504
751.5210785; 298.2473068; 151.4816093; 2.7008246; -0.0077423; 34.2132895; 0.9088120
753.5198047; 297.3795683; 149.6783659; 2.6853674; -0.0077056; 34.2663408; 0.9794744
755.5185310; 296.4863633; 147.8930525; 2.6700539; -0.0076384; 34.3234252; 1.0114894
757.5172573; 295.5647663; 146.1191609; 2.6548525; -0.0075614; 34.3822759; 1.0430151
759.5159836; 294.6156132; 144.3578633; 2.6398050; -0.0074842; 34.4428556; 1.1038886
761.5147098; 293.6418329; 142.6138716; 2.6249166; -0.0074283; 34.5068550; 1.1518673
763.5134361; 292.6415162; 140.8832172; 2.6101228; -0.0073553; 34.5735098; 1.1988030
765.5121624; 291.6154393; 139.1667526; 2.5955187; -0.0072505; 34.6427443; 1.3305506
767.5108886; 290.5656084; 137.4669631; 2.5811495; -0.0071357; 34.7194261; 1.4431976
769.5096149; 289.4910891; 135.7814380; 2.5670082; -0.0070011; 34.8024089; 1.5505020
771.5083412; 288.3927758; 134.1106498; 2.5531592; -0.0068517; 34.8913416; 1.8482911
773.5070675; 287.2723310; 132.4559137; 2.5397030; -0.0066178; 34.9970595; 2.0594392
775.5057937; 286.1297090; 130.8155736; 2.5267287; -0.0063324; 35.1144797; 2.2634536
777.5045200; 284.9666346; 129.1901254; 2.5144076; -0.0059991; 35.2430807; 2.7565105
779.5032463; 283.7840762; 127.5783303; 2.5030163; -0.0053978; 35.3990643; 3.0154856
781.5019726; 282.5843874; 125.9796829; 2.4927562; -0.0049415; 35.5689192; 3.2893800
783.5006988; 281.3691753; 124.3932708; 2.4831910; -0.0046308; 35.7532817; 3.7294493
785.4994251; 280.1389430; 122.8175998; 2.4743167; -0.0042463; 35.9611659; 3.8867263
787.4981514; 278.8955580; 121.2526604; 2.4661954; -0.0039017; 36.1765457; 4.0526808
789.4968776; 277.6402459; 119.6977728; 2.4586966; -0.0036032; 36.3997645; 4.1423983
791.4956039; 276.3731857; 118.1514342; 2.4516151; -0.0034877; 36.6265190; 4.1262796
793.4943302; 275.0956270; 116.6142788; 2.4447328; -0.0034224; 36.8510041; 4.0997271
795.4930565; 273.8078749; 115.0862581; 2.4379071; -0.0034095; 37.0726984; 4.0312127
797.4917827; 272.5092327; 113.5663600; 2.4312001; -0.0032957; 37.2894026; 4.0094916
799.4905090; 271.2010652; 112.0555877; 2.4247122; -0.0032237; 37.5036972; 3.9838104
801.4892353; 269.8831118; 110.5531975; 2.4182873; -0.0032049; 37.7154132; 3.9349332
803.4879616; 268.5555692; 109.0590799; 2.4121176; -0.0029605; 37.9233715; 3.9246742
805.4866878; 267.2192127; 107.5728313; 2.4064891; -0.0026304; 38.1296578; 3.9122886
807.4854141; 265.8750245; 106.0935640; 2.4016501; -0.0022115; 38.3341883; 3.8749701
809.4841404; 264.5244267; 104.6203240; 2.3977065; -0.0017328; 38.5356977; 3.8629503
811.4828666; 263.1686759; 103.1517096; 2.3947171; -0.0012656; 38.7355387; 3.8484010
813.4815929; 261.8091489; 101.6864632; 2.3926392; -0.0008136; 38.9336071; 3.7989391
815.4803192; 260.4473239; 100.2235982; 2.3913808; -0.0004483; 39.1281464; 3.7804478
817.4790455; 259.0841121; 98.7618826; 2.3908237; -0.0001352; 39.3207833; 3.7592282
819.4777717; 257.7204523; 97.3004938; 2.3908110; 0.0001224; 39.5114077; 3.7038408
821.4764980; 256.3572134; 95.8389219; 2.3912262; 0.0002906; 39.6983282; 3.6842811
823.4752243; 254.9947625; 94.3765001; 2.3919567; 0.0004229; 39.8833926; 3.6622053
825.4739506; 253.6335070; 92.9128929; 2.3928972; 0.0005181; 40.0665009; 3.6093834
827.4726768; 252.2738292; 91.4479887; 2.3939798; 0.0005639; 40.2461530; 3.5910856
829.4714031; 250.9157594; 89.9815089; 2.3951437; 0.0005921; 40.4241021; 3.5704146
831.4701294; 249.5593866; 88.5133852; 2.3963371; 0.0006020; 40.6002536; 3.5213535
833.4688556; 248.2048308; 87.0437237; 2.3975089; 0.0005694; 40.7732392; 3.5042964
835.4675819; 246.8518909; 85.5724566; 2.3986185; 0.0005469; 40.9446613; 3.4848968
837.4663082; 245.5005838; 84.0997338; 2.3997018; 0.0005371; 41.1144257; 3.4392758
839.4650345; 244.1508482; 82.6255688; 2.4007459; 0.0005070; 41.2812832; 3.4231228
841.4637607; 242.8026194; 81.1500513; 2.4017257; 0.0004701; 41.4466900; 3.4046269
843.4624870; 241.4557725; 79.6732639; 2.4026216; 0.0004263; 41.6105509; 3.3613692
845.4612133; 240.1101824; 78.1953313; 2.4034256; 0.0003781; 41.7716993; 3.3458361
847.4599395; 238.7657101; 76.7163832; 2.4041321; 0.0003278; 41.9314880; 3.3279698
849.4586658; 237.4222013; 75.2365488; 2.4047347; 0.0002752; 42.0898216; 3.2867608
851.4573921; 236.0795145; 73.7559875; 2.4052288; 0.0002191; 42.2456123; 3.2717202
853.4561184; 234.7374710; 72.2748330; 2.4056099; 0.0001614; 42.4001215; 3.2543373
855.4548446; 233.3958969; 70.7932370; 2.4058729; 0.0001019; 42.5532532; 3.2148310
857.4535709; 232.0546398; 69.3113869; 2.4060147; 0.0000399; 42.7039869; 3.2001574
859.4522972; 230.7134915; 67.8294201; 2.4060320; -0.0000229; 42.8535060; 3.1831114
861.4510235; 229.3722655; 66.3475039; 2.4059227; -0.0000864; 43.0017129; 3.1450260
863.4497497; 228.0308045; 64.8658425; 2.4056867; -0.0001496; 43.1476465; 3.1306388
865.4484760; 226.6888893; 63.3845697; 2.4053252; -0.0002114; 43.2924241; 3.1138315
867.4472023; 225.3463371; 61.9038512; 2.4048425; -0.0002716; 43.4359457; 3.0770680
869.4459285; 224.0030062; 60.4238859; 2.4042430; -0.0003282; 43.5773084; 3.0630369
871.4446548; 222.6586878; 58.9447816; 2.4035342; -0.0003769; 43.7175726; 3.0465413
873.4433811; 221.3132556; 57.4666879; 2.4027413; -0.0004164; 43.8566364; 3.0112694
875.4421074; 219.9666098; 55.9897197; 2.4018829; -0.0004419; 43.9936582; 2.5281410
877.4408336; 218.6186565; 54.5139361; 2.4009782; -0.0004593; 44.1083676; 1.9359848
879.4395599; 217.2693498; 53.0393890; 2.4000517; -0.0004678; 44.1960077; -0.0106765
881.4382862; 215.9186734; 51.5661006; 2.3991218; -0.0004619; 44.1955248; -1.3078316
883.4370125; 214.5666366; 50.0940576; 2.3982081; -0.0004489; 44.1363390; -2.7761033
885.4357387; 213.2132827; 48.6232293; 2.3973317; -0.0004280; 44.0104429; -5.5382750
887.4344650; 211.8586734; 47.1535512; 2.3965088; -0.0003947; 43.7582003; -6.9369158
889.4331913; 210.5029072; 45.6849435; 2.3957562; -0.0003553; 43.4401899; -8.4669306
891.4319175; 209.1461027; 44.2173015; 2.3950923; -0.0003091; 43.0488553; -10.6771589
893.4306438; 207.7883875; 42.7504882; 2.3945263; -0.0002568; 42.5502351; -11.4073844
895.4293701; 206.4299240; 41.2843760; 2.3940679; -0.0001991; 42.0109751; -12.1591638
897.4280964; 205.0708825; 39.8188084; 2.3937338; -0.0001351; 41.4284486; -12.3335359
899.4268226; 203.7114288; 38.3536029; 2.3935140; -0.0000857; 40.8290782; -12.2591606
901.4255489; 202.3517289; 36.8886376; 2.3933862; -0.0000484; 40.2244728; -12.1818261
903.4242752; 200.9918908; 35.4238119; 2.3933127; -0.0000252; 39.6145420; -12.1508077
905.4230015; 199.6319620; 33.9590430; 2.3932782; -0.0000098; 38.9966622; -12.0468932
907.4217277; 198.2720122; 32.4943098; 2.3932716; 0.0000005; 38.3742463; -11.9513422
909.4204540; 196.9120704; 31.0295842; 2.3932767; 0.0000046; 37.7466271; -11.9266592
911.4191803; 195.5521215; 29.5648286; 2.3932849; 0.0000032; 37.1097238; -11.8210831
913.4179065; 194.1921931; 28.1000761; 2.3932896; 0.0000016; 36.4674839; -11.7250725
915.4166328; 192.8322789; 26.6353294; 2.3932916; 0.0000004; 35.8190866; -11.7075992
917.4153591; 191.4723430; 25.1705559; 2.3932922; 0.0000002; 35.1597268; -11.5997577
919.4140854; 190.1124221; 23.7057973; 2.3932926; 0.0000002; 34.4940127; -11.5027664
921.4128116; 188.7525134; 22.2410504; 2.3932932; 0.0000004; 33.8209277; -11.4937474
923.4115379; 187.3925771; 20.7762713; 2.3932942; 0.0000005; 33.1347165; -11.3828481
925.4102642; 186.0326599; 19.3115098; 2.3932953; 0.0000006; 32.4408237; -11.2841208
927.4089904; 184.6727581; 17.8467615; 2.3932965; 0.0000007; 31.7379789; -11.2853246
929.4077167; 183.3128248; 16.3819755; 2.3932977; 0.0000006; 31.0191353; -11.1702976
931.4064430; 181.9529110; 14.9172072; 2.3932989; 0.0000007; 30.2908240; -11.0687074
933.4051693; 180.5930181; 13.4524571; 2.3933007; 0.0000011; 29.5514363; -11.0827736
935.4038955; 179.2330956; 11.9876697; 2.3933020; -0.0000000; 28.7920914; -10.9620884
937.4026218; 177.8731753; 10.5228841; 2.3933022; 0.0000022; 28.0207798; -10.8558279
939.4013481; 176.5132966; 9.0581291; 2.3933134; 0.0000090; 27.2354262; -10.8887118
941.4000744; 175.1534247; 7.5932965; 2.3933734; 0.0000540; 26.4242565; -10.7183297
943.3988006; 173.7939172; 6.1285635; 2.3934721; -0.0000331; 25.6006898; -10.5519444
945.3975269; 172.4339614; 4.6636011; 2.3931357; -0.0003032; 24.7631666; -10.3982386
947.3962532; 171.0736020; 3.2002799; 2.3919327; -0.0009275; 23.9091605; -10.1008489
949.3949794; 169.7099506; 1.7388784; 2.3893759; -0.0017054; 23.0493013; -9.7995888
951.3937057; 168.3409650; 0.2818074; 2.3850139; -0.0026569; 22.1832572; -9.4452079
953.3924320; 166.9651521; -1.1666759; 2.3783499; -0.0040497; 21.3152558; -9.0297041
955.3911583; 165.5766884; -2.6049513; 2.3687185; -0.0057681; 20.4510224; -8.5985456
957.3898845; 164.1715238; -4.0271692; 2.3550048; -0.0079548; 19.5926527; -8.0457795
959.3886108; 162.7454746; -5.4256479; 2.3372833; -0.0097274; 18.7539174; -7.5439319
961.3873371; 161.2934367; -6.7952720; 2.3159319; -0.0122047; 17.9318964; -6.9965460
963.3860634; 159.8053112; -8.1315396; 2.2878356; -0.0157756; 17.1343091; -6.2967937
965.3847896; 158.2813315; -9.4146184; 2.2515172; -0.0209946; 16.3833273; -5.7950603
967.3835159; 156.6958817; -10.6397207; 2.2040721; -0.0262807; 15.6603938; -5.1467061
969.3822422; 155.0527764; -11.7766884; 2.1464282; -0.0314302; 14.9891368; -4.5467536
971.3809684; 153.3419227; -12.8080563; 2.0784564; -0.0365907; 14.3700657; -4.1589881
973.3796947; 151.5555084; -13.7138940; 2.0000049; -0.0416728; 13.7794569; -3.6336916
975.3784210; 149.7072928; -14.4652338; 1.9122453; -0.0464010; 13.2419002; -3.3830843
977.3771473; 147.7955065; -15.0428437; 1.8147041; -0.0506290; 12.7210142; -3.0912105
979.3758735; 145.8343754; -15.4251991; 1.7113193; -0.0526387; 12.2256794; -2.9570257
981.3745998; 143.8423763; -15.5996558; 1.6042697; -0.0548739; 11.7322916; -2.8532643
983.3733261; 141.8400936; -15.5533109; 1.4891100; -0.0602752; 11.2356966; -3.1762127
985.3720524; 139.8285344; -15.2621154; 1.3628036; -0.0667793; 10.6557082; -2.1175640
987.3707786; 137.8916434; -14.7002857; 1.2079421; -0.0835886; 10.2508174; -0.8002112
989.3695049; 136.1421847; -13.8613202; 1.0354959; -0.0963661; 10.0935846; -0.8214177
991.3682312; 134.5474850; -12.6704946; 0.8226804; -0.0974289; 9.9295958; 1.2448125
993.3669574; 133.2374704; -11.2328462; 0.6610589; -0.0754718; 10.1770797; 1.5745531
995.3656837; 132.1161811; -9.5561789; 0.5226719; -0.0618060; 10.4817533; 1.4767806
997.3644100; 131.2126620; -7.7384806; 0.3999590; -0.0616058; 10.7596707; 1.4511773
999.3631363; 130.5486492; -5.8550937; 0.2785104; -0.0602113; 11.0259478; 1.5194423
1001.3618625; 130.1161569; -3.9036723; 0.1575503; -0.0603562; 11.2980274; 1.6152711
1003.3605888; 129.9210910; -1.9161127; 0.0387868; -0.0583307; 11.5802588; 1.8736607
1005.3593151; 129.9569869; 0.0782052; -0.0729449; -0.0532129; 11.8992547; 2.0627786
1007.3580414; 130.2058969; 2.0647980; -0.1748216; -0.0483007; 12.2408383; 2.5214971
1009.3567676; 130.6433581; 4.0143571; -0.2643606; -0.0414472; 12.6458565; 2.8716814
1011.3554939; 131.2421999; 5.9248483; -0.3409347; -0.0348576; 13.0918714; 3.2158311
1013.3542202; 131.9705913; 7.7832661; -0.4040142; -0.0284487; 13.5739541; 3.7427308
1015.3529464; 132.8078242; 9.6072300; -0.4543342; -0.0215966; 14.1143054; 4.0419161
1017.3516727; 133.7175247; 11.3823856; -0.4907400; -0.0156931; 14.6755234; 4.4470773
1019.3503990; 134.6837762; 13.1295999; -0.5182730; -0.0117587; 15.2691836; 4.7744180
1021.3491253; 135.6917883; 14.8539569; -0.5390925; -0.0095817; 15.8818600; 5.0210154
1023.3478515; 136.7324365; 16.5584868; -0.5565718; -0.0078225; 16.5016589; 5.2498625
1025.3465778; 137.8005347; 18.2482850; -0.5700759; -0.0056911; 17.1257357; 5.3814568
1027.3453041; 138.8882734; 19.9259481; -0.5800482; -0.0045870; 17.7426870; 5.4956532
1029.3440303; 139.9903340; 21.5920064; -0.5885415; -0.0040042; 18.3513366; 5.4512240
1031.3427566; 141.1067273; 23.2503225; -0.5964694; -0.0039277; 18.9357483; 5.4494205
1033.3414829; 142.2360666; 24.8997757; -0.6042294; -0.0038274; 19.5024707; 5.4836785
1035.3402092; 143.3773476; 26.5396247; -0.6117607; -0.0037167; 20.0565976; 5.4297209
1037.3389354; 144.5314691; 28.1718985; -0.6191161; -0.0036416; 20.5905842; 5.4288291
1039.3376617; 145.6973041; 29.7955379; -0.6263172; -0.0035627; 21.1109840; 5.4537007
1041.3363880; 146.8742403; 31.4102478; -0.6333548; -0.0034866; 21.6211599; 5.4013240
1043.3351143; 148.0629288; 33.0174000; -0.6402876; -0.0034492; 22.1148387; 5.3976224
1045.3338405; 149.2625048; 34.6161351; -0.6470931; -0.0033324; 22.5974076; 5.4158976
1047.3325668; 150.4724579; 36.2065348; -0.6535838; -0.0031297; 23.0714678; 5.3689650
1049.3312931; 151.6925451; 37.7898043; -0.6593934; -0.0026826; 23.5319954; 5.3641562
1051.3300193; 152.9209891; 39.3663932; -0.6642625; -0.0021653; 23.9832810; 5.3790342
1053.3287456; 154.1561473; 40.9375338; -0.6680348; -0.0016151; 24.4274477; 5.3351652
1055.3274719; 155.3964595; 42.5047617; -0.6707505; -0.0011021; 24.8601543; 5.3240538
1057.3261982; 156.6401376; 44.0690803; -0.6725396; -0.0007423; 25.2845788; 5.3333868
1059.3249244; 157.8864454; 45.6319301; -0.6737479; -0.0004727; 25.7027214; 5.2892824
1061.3236507; 159.1340372; 47.1933317; -0.6744620; -0.0002421; 26.1107936; 5.2764097
1063.3223770; 160.3824410; 48.7541767; -0.6747494; -0.0000630; 26.5116151; 5.2839156
1065.3211033; 161.6311894; 50.3150456; -0.6747247; 0.0000801; 26.9070240; 5.2435542
1067.3198295; 162.8795337; 51.8758852; -0.6744697; 0.0001751; 27.2937502; 5.2307319
1069.3185558; 164.1273676; 53.4371942; -0.6740423; 0.0002436; 27.6741468; 5.2370343
1071.3172821; 165.3745541; 54.9992501; -0.6735014; 0.0002941; 28.0498342; 5.1992730
1073.3160083; 166.6207043; 56.5618735; -0.6728859; 0.0003217; 28.4179001; 5.1872901
1075.3147346; 167.8658778; 58.1253283; -0.6722229; 0.0003377; 28.7804272; 5.1927029
1077.3134609; 169.1100674; 59.6897124; -0.6715383; 0.0003459; 29.1388156; 5.1570090
1079.3121872; 170.3530959; 61.2548492; -0.6708483; 0.0003446; 29.4904302; 5.1461732
1081.3109134; 171.5950707; 62.8208711; -0.6701635; 0.0003390; 29.8371757; 5.1508584
1083.3096397; 172.8360154; 64.3877732; -0.6694941; 0.0003306; 30.1802480; 5.1168505
1085.3083660; 174.0758854; 65.9554443; -0.6688434; 0.0003205; 30.5172367; 5.1071941
1087.3070923; 175.3147697; 67.5239301; -0.6682175; 0.0003032; 30.8499190; 5.1112093
1089.3058185; 176.5527037; 69.0931665; -0.6676329; 0.0002803; 31.1793091; 5.0784795
1091.3045448; 177.7897729; 70.6631065; -0.6671057; 0.0002472; 31.5031792; 5.0700204
1093.3032711; 179.0260829; 72.2336930; -0.6666238; 0.0002471; 31.8232221; 5.0735171
1095.3019973; 180.2615180; 73.8047669; -0.6661111; 0.0002630; 32.1402957; 5.0422303
1097.3007236; 181.4962214; 75.3765919; -0.6655921; 0.0002564; 32.4523448; 5.0156947
1099.2994499; 182.7300942; 76.9490179; -0.6650854; 0.0002511; 32.7598029; 4.9975495
1101.2981762; 183.9631189; 78.5219883; -0.6645878; 0.0002472; 33.0633052; 4.9001409
1103.2969024; 185.1954433; 80.0956683; -0.6640950; 0.0002459; 33.3582109; 4.8479038
1105.2956287; 186.4269717; 81.6699264; -0.6636030; 0.0002474; 33.6474293; 4.8135364
1107.2943550; 187.6576738; 83.2447324; -0.6631055; 0.0002510; 33.9321585; 4.7252225
1109.2930812; 188.8876464; 84.8202366; -0.6625960; 0.0002589; 34.2093589; 4.6779495
1111.2918075; 190.1167833; 86.3963524; -0.6620685; 0.0002704; 34.4815910; 4.6463551
1113.2905338; 191.3450370; 87.9730924; -0.6615143; 0.0002849; 34.7498734; 4.5657395
1115.2892601; 192.5724313; 89.5505868; -0.6609240; 0.0003057; 35.0114985; 4.5224327
1117.2879863; 193.7988440; 91.1288102; -0.6602891; 0.0003317; 35.2687289; 4.4931579
1119.2867126; 195.0241997; 92.7078334; -0.6595968; 0.0003621; 35.5224496; 4.4190112
1121.2854389; 196.2484234; 94.2877651; -0.6588335; 0.0004016; 35.7702280; 4.3788789
1123.2841652; 197.4713650; 95.8686647; -0.6579867; 0.0004486; 36.0140746; 4.3514967
1125.2828914; 198.6929031; 97.4506799; -0.6570382; 0.0005020; 36.2547717; 4.2826124
1127.2816177; 199.9128307; 99.0339017; -0.6559686; 0.0005683; 36.4901084; 4.2449303
1129.2803440; 201.1309519; 100.6185025; -0.6547603; 0.0006449; 36.7218861; 4.2189511
1131.2790702; 202.3470727; 102.2047294; -0.6533880; 0.0007302; 36.9508048; 4.1539459
1133.2777965; 203.5608160; 103.7926639; -0.6518264; 0.0008325; 37.1748191; 4.1178813
1135.2765228; 204.7719163; 105.3826221; -0.6500523; 0.0009478; 37.3955641; 4.0926235
1137.2752491; 205.9800756; 106.9749694; -0.6480343; 0.0010737; 37.6136715; 4.0296761
1139.2739753; 207.1847123; 108.5697876; -0.6457425; 0.0012195; 37.8271955; 3.9941161
1141.2727016; 208.3854703; 110.1675589; -0.6431511; 0.0013790; 38.0376525; 3.9685900
1143.2714279; 209.5819217; 111.7687711; -0.6402267; 0.0015491; 38.2456175; 3.9052839
1145.2701542; 210.7732672; 113.3735049; -0.6369422; 0.0017375; 38.4491670; 3.8689100
1147.2688804; 211.9590595; 114.9824062; -0.6332755; 0.0019356; 38.6497637; 3.8419297
1149.2676067; 213.1387458; 116.5960580; -0.6292023; 0.0021406; 38.8479364; 3.7757449
1151.2663330; 214.3113388; 118.2145035; -0.6247112; 0.0023535; 39.0417152; 3.7378567
1153.2650592; 215.4763506; 119.8385088; -0.6197950; 0.0025659; 39.2326067; 3.7087842
1155.2637855; 216.6331702; 121.4686816; -0.6144543; 0.0027762; 39.4210999; 3.6391471
1157.2625118; 217.7807148; 123.1049318; -0.6087115; 0.0029706; 39.6051819; 3.6015018
1159.2612381; 218.9185806; 124.7480473; -0.6025789; 0.0031674; 39.7865212; 3.5717488
1161.2599643; 220.0462210; 126.3986264; -0.5960494; 0.0033641; 39.9655497; 3.5031904
1163.2586906; 221.1625019; 128.0563846; -0.5891451; 0.0035457; 40.1403662; 3.4719509
1165.2574169; 222.2672013; 129.7222626; -0.5819404; 0.0036110; 40.3128759; 3.4245834
1167.2561432; 223.3598103; 131.3959927; -0.5747482; 0.0035873; 40.4823118; 2.9425227
1169.2548694; 224.4403687; 133.0775044; -0.5675792; 0.0035861; 40.6273327; 2.0427151
1171.2535957; 225.5088495; 134.7667132; -0.5604263; 0.0035593; 40.7277034; 1.1987629
1173.2523220; 226.5652153; 136.4633616; -0.5533603; 0.0035110; 40.7864906; -1.1451271
1175.2510482; 227.6097951; 138.1675850; -0.5464192; 0.0034342; 40.7303355; -2.5622441
1177.2497745; 228.6426008; 139.8788477; -0.5396408; 0.0033394; 40.6044059; -3.8927516
1179.2485008; 229.6638251; 141.5967299; -0.5330788; 0.0032274; 40.4123334; -6.5387485
1181.2472271; 230.6742159; 143.3215732; -0.5267778; 0.0030768; 40.0876334; -7.6265121
1183.2459533; 231.6738684; 145.0523960; -0.5207928; 0.0028975; 39.7055630; -8.6763042
1185.2446796; 232.6633118; 146.7886715; -0.5152104; 0.0026893; 39.2663802; -9.9930929
1187.2434059; 233.6437844; 148.5307939; -0.5101278; 0.0023951; 38.7543766; -10.2922942
1189.2421321; 234.6157520; 150.2772986; -0.5056594; 0.0020513; 38.2198737; -10.5836220
1191.2408584; 235.5803696; 152.0274245; -0.5019550; 0.0016560; 37.6623316; -11.2014509
1193.2395847; 236.5395812; 153.7813957; -0.4990799; 0.0012194; 37.0631077; -11.3322588
1195.2383110; 237.4943404; 155.5373900; -0.4970634; 0.0008169; 36.4468625; -11.4553392
1197.2370372; 238.4459963; 157.2945199; -0.4957957; 0.0004516; 35.8131485; -11.6684034
1199.2357635; 239.3964314; 159.0532624; -0.4952022; 0.0001426; 35.1559059; -11.5861306
1201.2344898; 240.3460128; 160.8116724; -0.4951536; -0.0000176; 34.4909077; -11.4963564
1203.2332161; 241.2957170; 162.5702190; -0.4951925; -0.0000214; 33.8181397; -11.5024557
1205.2319423; 242.2454927; 164.3287323; -0.4952290; -0.0000150; 33.1313455; -11.3935194
1207.2306686; 243.1953698; 166.0873099; -0.4952486; -0.0000005; 32.4367230; -11.2767604
